ind1, ind2,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
2685,180235,JF147238,12/28/2021 07:30:00 AM,046XX N HAMLIN AVE,0810,THEFT,OVER $500,STREET,N,N,1723,35,06,,,41.88926955234021,-87.7209062603711,
2686,180288,JF126896,12/29/2021 10:00:00 AM,033XX W 84TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,834,18,11,,,41.7409452,-87.6898001,
2687,180365,JE476242,12/05/2021 01:30:00 AM,001XX W HUBBARD ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,N,N,1831,42,06,,,41.8902485,-87.6291445,
2688,180417,JE488358,12/21/2021 06:00:00 PM,091XX S COLFAX AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,423,7,06,,,,,
2689,180565,JF127828,01/16/2022 06:10:00 AM,054XX S DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,932,16,14,,,41.87453697675585,-87.6765812292702,
2690,180583,JE445692,11/10/2021 12:00:00 PM,056XX N PARKSIDE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,N,N,1622,45,11,,,41.890358486357954,-87.7663918249557,
2691,182109,JF112470,09/27/2021 12:00:00 AM,0000X E WACKER DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,N,Y,111,42,08B,,,,,
2692,182135,JF128108,10/19/2021 12:00:00 AM,044XX N WOLCOTT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1912,47,11,,,41.889253754514016,-87.67452579864221,
2693,182161,JF123258,01/23/2022 12:30:00 PM,017XX N CLEVELAND AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),N,N,1813,43,11,,,41.8966353,-87.6409478,
2694,182163,JF128008,05/25/2021 12:00:00 AM,105XX S CLAREMONT AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2212,19,06,,,41.86795328815327,-87.68495985719892,
2695,182164,JF128048,12/22/2021 10:00:00 AM,061XX N CLAREMONT AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,N,Y,2413,40,17,,,,,
2696,182171,JF127825,12/24/2021 11:00:00 PM,111XX S HALSTED ST,0810,THEFT,OVER $500,STREET,N,N,2233,34,06,,,41.51059188461421,-87.63568270128462,
2697,182228,JF112332,12/26/2021 09:30:00 AM,080XX S STATE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,623,6,11,,,41.87160119473098,-87.62734046849944,
2698,182250,JF127792,11/23/2021 12:00:00 PM,026XX N Marshfield ave,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1931,32,06,,,41.929091,-87.66961,
2699,182274,JF127711,12/08/2021 10:00:00 AM,101XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - YARD (FRONT / BACK),N,N,511,9,07,,,41.8641477,-87.6223933,
2700,182280,JF127857,10/08/2021 11:00:00 AM,024XX S KEDVALE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,1013,22,11,,,41.8041677,-87.7271541,
2701,182287,JF112383,12/06/2021 02:40:00 PM,011XX W COLUMBIA AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,2432,49,06,,,42.0045935,-87.7073602,
2702,182402,JF112900,12/14/2021 12:01:00 AM,081XX S ELLIS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,631,8,07,,,41.8275091,-87.6071713,
2703,182409,JE471517,12/08/2021 04:25:00 PM,016XX W DIVISION ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1213,1,14,,,41.90341573489956,-87.66842782046287,
2704,182472,JE476777,11/19/2021 02:25:00 PM,019XX N HALSTED ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1813,43,06,,,41.88554,-87.64758,
2705,182505,JF112845,12/30/2021 06:00:00 PM,034XX N LAKE SHORE DR,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,1925,44,11,,,41.94497876530612,-87.64149353061225,
2706,182535,JF112683,12/24/2021 11:00:00 AM,044XX S TRUMBULL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,821,14,06,,,41.81315274056835,-87.71031637805453,
2707,182543,JF112591,09/24/2021 12:00:00 AM,015XX S KARLOV AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,N,N,1012,24,11,,,41.860368011169804,-87.72755250242534,
2708,182561,JE444621,11/11/2021 06:40:00 AM,017XX W JARVIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),N,N,2423,49,14,,,42.01585972436177,-87.67298214409237,
2709,182570,JF112725,12/26/2021 12:00:00 PM,083XX S KERFOOT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,Y,622,21,11,,,,,
2710,182604,JF112904,07/15/2021 12:00:00 PM,131XX S MUSKEGON AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,433,10,26,,,41.65702871254787,-87.55452783724365,
2711,182655,JF112562,12/31/2021 07:00:00 AM,002XX E 119TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,532,9,05,,,41.678407500000006,-87.64738217227945,
2712,182704,JE191079,04/06/2021 11:07:00 AM,062XX S LAFLIN ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,713,16,18,,,41.87317069314744,-87.66430660227188,
2713,182712,JF112769,11/29/2021 12:00:00 AM,017XX W MONTEREY AVE,1120,DECEPTIVE PRACTICE,FORGERY,FEDERAL BUILDING,N,N,2212,19,10,,,41.691084,-87.6678091,
2714,182733,JF112797,12/26/2021 09:00:00 PM,044XX N SEELEY AVE,0810,THEFT,OVER $500,APARTMENT,N,Y,1911,47,06,,,41.9523173,-87.6799062,
2715,182735,JE289601,07/04/2021 11:03:00 AM,015XX S RIDGEWAY AVE,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,Y,N,1014,24,18,,,41.860445678506615,-87.7187974022615,
2716,182767,JF112282,11/26/2021 01:35:00 AM,009XX W BELMONT AVE,0810,THEFT,OVER $500,CTA TRAIN,N,N,1933,44,06,,,41.939874,-87.6565399,
2717,182771,JF108588,01/08/2022 11:00:00 PM,006XX W TAYLOR ST,0810,THEFT,OVER $500,WAREHOUSE,N,N,124,25,06,,,41.8691465,-87.6738552,
2718,182828,JF112720,01/04/2022 11:55:00 AM,005XX W DIVISION ST,0890,THEFT,FROM BUILDING,RESIDENCE - GARAGE,N,N,1823,27,06,,,41.90383713418227,-87.63025809303456,
2719,182909,JF112422,12/31/2021 06:12:00 PM,083XX S STEWART AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,622,21,06,,,,,
2720,182914,JF112339,12/24/2021 06:00:00 AM,032XX N RACINE AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1924,44,06,,,41.887310460168244,-87.656956,
2721,182915,JE489206,12/25/2021 12:00:00 AM,005XX N MICHIGAN AVE,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,HOTEL / MOTEL,N,N,1834,42,17,,,41.88355010015257,-87.62422189791984,
2722,182916,JF112317,12/30/2021 01:00:00 PM,014XX N FAIRFIELD AVE,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,1423,1,06,,,41.907175097053766,-87.69580172739863,
2723,182918,JF109255,01/08/2022 12:30:00 AM,039XX N DAMEN AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,1921,47,06,,,41.88869145454546,-87.676735,
2724,182946,JE482280,12/19/2021 12:55:00 AM,019XX W OGDEN AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,1231,27,04B,,,41.8535815,-87.7175046,
2725,182969,JF112633,07/01/2021 10:50:00 AM,012XX W MADISON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1224,25,11,,,41.881719432779406,-87.6579867813948,
2726,182973,JF112928,12/27/2021 12:00:00 PM,012XX W LUNT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2431,49,08B,,,42.009257,-87.662662,
2727,182979,JE401080,07/23/2021 07:35:00 PM,005XX N KINGSBURY ST,0810,THEFT,OVER $500,ATHLETIC CLUB,N,N,1831,42,06,,,,,
2728,183004,JF113121,12/13/2021 12:00:00 AM,075XX S PERRY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,623,6,08A,,,44.93451815,-93.26211905,
2729,183005,JF130543,11/12/2021 08:00:00 AM,100XX S PAXTON AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,431,7,26,,,,,
2730,183013,JF112764,12/07/2021 12:00:00 PM,045XX S LEAMINGTON AVE,0810,THEFT,OVER $500,STREET,N,N,814,22,06,,,41.81087668063211,-87.75191535294002,
2731,183026,JE494449,12/31/2021 11:07:00 AM,016XX W CORTLAND ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,BAR OR TAVERN,Y,N,1433,32,22,,,41.9142866,-87.7759374,
2732,183031,JF112920,10/07/2021 05:18:00 PM,041XX W FILLMORE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,N,N,1132,24,11,,,41.867868665543234,-87.72819130218512,
2733,183033,JF112865,12/15/2021 12:00:00 AM,122XX S EGGLESTON AVE,0266,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,N,Y,523,34,02,,,41.7387431,-87.6363847,
2734,183063,JF113078,05/01/2021 01:00:00 AM,038XX W SCHUBERT AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,N,N,2524,31,08B,,,41.9299662500372,-87.72293749739616,
2735,183066,JF103273,12/30/2021 04:30:00 PM,009XX W 76TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,621,17,05,,,41.75643472184878,-87.62695612521424,
2736,183092,JF112876,05/01/2021 12:00:00 PM,035XX W 83RD PL,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,RESIDENCE,N,N,834,18,17,,,41.7417668,-87.6922869,
2737,183125,JF112343,12/07/2021 02:30:00 PM,033XX W HIRSCH ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SCHOOL - PUBLIC GROUNDS,N,N,1422,26,04A,,,41.90652260001891,-87.70994801959348,
2738,183179,JF112493,12/01/2021 12:00:00 PM,036XX W DOUGLAS BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,1011,24,08A,,,,,
2739,183202,JF112697,05/05/2021 12:00:00 AM,046XX W LAWRENCE AVE,0580,STALKING,SIMPLE,RESTAURANT,N,N,1712,39,08A,,,41.9689758,-87.6538187,
2740,183207,JF112534,10/01/2021 12:00:00 AM,077XX S CALUMET AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,623,6,11,,,41.7323733,-87.616028,
2741,183355,JE491021,10/30/2021 10:00:00 AM,009XX W FLETCHER ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,N,N,1933,44,11,,,41.895803,-87.6478504,
2742,183357,JF112895,12/16/2021 12:00:00 AM,039XX W JACKSON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1132,28,07,,,41.87799307407407,-87.63721825925926,
2743,183448,JE476761,12/06/2021 06:00:00 PM,021XX N RICHMOND ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1414,1,06,,,41.9339009,-87.7013421,
2744,183472,JF112474,08/14/2021 12:00:00 AM,005XX N PESHTIGO CT,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,1834,42,26,,,41.8911892,-87.6151784,
2745,183561,JE487545,12/22/2021 01:00:00 PM,012XX W LEXINGTON ST,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,1231,28,06,,,,,
2746,183663,JF112689,12/29/2021 11:30:00 AM,018XX W IRVING PARK RD,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1922,47,06,,,41.9536294,-87.7251086,
2747,183754,JE190969,04/06/2021 10:04:00 AM,039XX W FILLMORE ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VACANT LOT / LAND,Y,N,1132,24,18,,,41.867931880058514,-87.72328329936539,
2748,183915,JE473710,12/05/2021 12:00:00 AM,014XX S MUSEUM CAMPUS DR,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,SPORTS ARENA / STADIUM,N,N,132,4,26,,,41.8662155,-87.6137248,
2749,184189,JE486988,12/22/2021 10:20:00 AM,0000X N MICHIGAN AVE,0810,THEFT,OVER $500,PARK PROPERTY,N,N,114,42,06,,,41.88239661468335,-87.62419240932188,
2750,184314,JF112752,12/05/2021 10:00:00 AM,005XX N MC CLURG CT,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1834,42,06,,,,,
2751,184350,JF112819,12/09/2021 02:00:00 PM,078XX S GREENWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,624,8,05,,,41.7778885,-87.5993157,
2752,184457,JF110717,09/14/2021 12:00:00 AM,065XX N SEELEY AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,N,N,2412,50,10,,,41.9523173,-87.6799062,
2753,184570,JF112772,12/31/2021 02:00:00 AM,017XX N MASON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,2531,29,26,,,41.911506295537755,-87.77415163489012,
2754,184619,JE476965,11/19/2021 03:30:00 PM,025XX N HALSTED ST,0810,THEFT,OVER $500,APARTMENT,N,N,1935,43,06,,,41.886573,-87.647388,
2755,184698,JF127820,07/06/2021 11:00:00 AM,032XX N WHIPPLE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1733,33,11,,,41.887199139411294,-87.7026771387067,
2756,184792,JE477264,12/06/2021 06:00:00 PM,063XX N WINTHROP AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,2433,48,06,,,,,
2757,184864,JE476790,12/03/2021 02:33:00 PM,066XX N KEOTA AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1621,41,06,,,,,
2758,184867,JF112413,10/28/2021 12:00:00 PM,063XX S PEORIA ST,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,NURSING / RETIREMENT HOME,N,Y,723,16,11,,,,,
2759,184986,JF112606,12/25/2021 01:58:00 PM,056XX S UNIVERSITY AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,235,5,05,,,41.7401376,-87.5972842,
2760,185121,JF112879,12/12/2021 10:00:00 AM,004XX W PERSHING RD,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",SMALL RETAIL STORE,N,N,925,11,11,,,41.823776833913506,-87.62788395772992,
2761,185201,JF112674,12/19/2021 03:00:00 PM,041XX W 57TH PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,813,13,05,,,41.790005703021066,-87.63664767024642,
2762,185210,JF112968,12/17/2021 09:42:00 AM,030XX S MILLARD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1032,22,06,,,,,
2763,185231,JF107846,01/08/2022 06:00:00 PM,130XX S LANGLEY AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,APARTMENT,N,N,533,9,03,,,41.8247927,-87.6101361,
2764,185261,JF112581,10/31/2021 12:30:00 AM,002XX N MORGAN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,N,N,1214,27,14,,,41.88209856349024,-87.65193165467453,
2765,185273,JF112842,12/10/2021 12:00:00 AM,065XX W IRVING PARK RD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1632,38,14,,,41.95468272296681,-87.64739952843257,
2766,185296,JF112722,11/26/2021 03:00:00 PM,005XX N PINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1523,37,08B,,,,,
2767,185318,JF112566,12/17/2021 12:00:00 AM,024XX N ORCHARD ST,0810,THEFT,OVER $500,APARTMENT,N,N,1935,43,06,,,41.926400165601414,-87.64647455047277,
2768,185412,JF127782,12/18/2021 09:00:00 PM,063XX N KENMORE AVE,0810,THEFT,OVER $500,COLLEGE / UNIVERSITY - GROUNDS,N,N,2433,48,06,,,41.9177114,-87.6543789,
2769,185471,JF128162,12/29/2021 12:00:00 PM,014XX E 66TH PL,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,321,5,06,,,41.7742338,-87.5888115,
2770,185479,JF108371,01/09/2022 08:43:00 AM,030XX W WALNUT ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,N,N,1222,27,26,,,41.8854369,-87.7037926,
2771,185492,JF128067,12/02/2021 09:00:00 PM,009XX S MASON AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE,N,N,1513,29,17,,,,,
2772,185495,JF128232,12/28/2021 03:00:00 PM,085XX S DREXEL AVE,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,632,8,06,,,,,
2773,185503,JF127822,12/23/2021 01:37:00 AM,024XX S LAWNDALE AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,N,N,1013,22,04B,,,41.847660150545636,-87.71721144373984,
2774,185553,JF147683,06/13/2021 12:00:00 PM,046XX W DEMING PL,0266,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,N,Y,2521,31,02,,,41.929037,-87.641522,
2775,185595,JF127067,11/21/2021 12:00:00 PM,044XX W ALTGELD ST,0810,THEFT,OVER $500,APARTMENT,N,N,2524,31,06,,,41.9266732,-87.6925838,
2776,185596,JF128311,12/22/2021 11:55:00 PM,014XX W 21ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1235,25,08B,,,41.49560201867272,-87.64408949936883,
2777,185611,JF122697,01/23/2022 01:55:00 AM,004XX E GRAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1834,42,14,,,41.89177158404386,-87.62642227509447,
2778,185618,JF127730,12/25/2021 12:00:00 AM,009XX E 79TH ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER (SPECIFY),N,N,624,8,05,,,41.7510053,-87.596961,
2779,185709,JF147586,10/20/2021 12:00:00 PM,028XX N SEMINARY AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,SCHOOL - PUBLIC BUILDING,N,N,1933,44,26,,,41.9306676,-87.6562159,
2780,185734,JF147514,12/15/2021 12:00:00 PM,003XX E 55TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,231,20,11,,,,,
2781,185739,JF113723,12/17/2021 05:00:00 PM,0000X W TERMINAL ST,0810,THEFT,OVER $500,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,N,N,1653,41,06,,,,,
2782,185755,JF147833,12/18/2021 12:00:00 AM,086XX S BURNHAM AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,423,10,26,,,,,
2783,185757,JF147079,07/25/2021 07:35:00 PM,084XX S CARPENTER ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,613,21,11,,,,,
2784,185792,JF129269,12/15/2021 08:00:00 PM,029XX E 126TH ST,0460,BATTERY,SIMPLE,FACTORY / MANUFACTURING BUILDING,N,N,433,10,08B,,,41.6667044,-87.551099,
2785,185814,JF128700,12/29/2021 04:59:00 PM,074XX N HARLEM AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),N,N,1611,41,11,,,41.9782999,-87.8070352,
2786,185816,JE491709,11/30/2021 06:15:00 AM,027XX N ASHLAND AVE,0890,THEFT,FROM BUILDING,RESIDENCE - GARAGE,N,N,1931,32,06,,,41.93111967479365,-87.66846637475739,
2787,185888,JF113624,12/19/2021 10:00:00 PM,002XX E 136TH PL,0810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,N,N,533,9,06,,,41.6470433,-87.6164717,
2788,185909,JE398937,10/01/2021 09:00:00 AM,052XX S DREXEL AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,233,5,06,,,,,
2789,185962,JF113550,12/29/2021 09:00:00 AM,031XX N LAKE SHORE DR,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,1934,44,11,,,41.9000948,-87.6192608,
2790,186149,JE472623,12/09/2021 08:20:00 AM,053XX N ORIOLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1613,41,14,,,42.0119062,-87.8164318,
2791,186163,JE491893,12/08/2021 12:25:00 PM,064XX S DR MARTIN LUTHER KING JR DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,312,20,11,,,,,
2792,186271,JE448862,11/12/2021 02:39:00 PM,035XX S LAKE PARK AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER (SPECIFY),N,N,212,4,11,,,41.8016747,-87.5875625,
2793,186608,JE413870,10/14/2021 11:30:00 PM,017XX W 48TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,931,15,14,,,41.8071017,-87.6425343,
2794,186663,JF112860,12/23/2021 08:00:00 PM,068XX S BISHOP ST,0820,THEFT,$500 AND UNDER,STREET,N,N,725,17,06,,,41.7809119,-87.6606075,
2795,186701,JE471007,12/09/2021 04:25:00 AM,0000X W CONGRESS PKWY,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,N,N,113,4,14,,,41.875787,-87.62939716666668,
2796,186770,JF113650,12/09/2021 12:00:00 AM,012XX W MADISON ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1224,25,06,,,41.88204819750612,-87.63190947083031,
2797,187074,JF112408,11/01/2021 09:00:00 AM,008XX N CHRISTIANA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1121,27,11,,,41.947757,-87.7115226,
2798,187084,JF114191,11/12/2021 02:18:00 AM,117XX S RACINE AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,N,N,524,34,11,,,41.680994447026094,-87.65186243548447,
2799,187103,JE491748,12/17/2021 11:01:00 PM,011XX W LUNT AVE,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),N,N,2431,49,06,,,42.0091215,-87.6661548,
2800,187124,JE479218,11/24/2021 05:00:00 PM,058XX N Cumberland Ave,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1614,41,06,,,,,
2801,187148,JE479607,12/06/2021 10:00:00 AM,003XX E OHIO ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,1834,42,06,,,41.89308305,-87.61982277437048,
2802,187162,JE491952,12/20/2021 06:26:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,111,42,06,,,41.8966529,-87.6281533,
2803,187168,JE487559,12/23/2021 05:14:00 PM,043XX N AVERS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,1723,35,08A,,,41.95968688704925,-87.72401066937849,
2804,187193,JE491706,12/06/2021 05:25:00 PM,024XX W WINNEMAC AVE,0810,THEFT,OVER $500,STREET,N,N,2031,40,06,,,41.97309526666667,-87.68994573333333,
2805,187212,JE479841,12/09/2021 07:00:00 PM,013XX W WABANSIA AVE,0810,THEFT,OVER $500,STREET,N,N,1433,2,06,,,41.91354440442394,-87.6629496378877,
2806,187218,JF113712,12/23/2021 01:00:00 PM,057XX S LAKE SHORE DR,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,331,5,06,,,,,
2807,187220,JE491762,12/16/2021 03:50:00 PM,044XX S ST LOUIS AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,821,14,06,,,41.7803108,-87.7106082,
2808,187376,JE479129,12/06/2021 09:30:00 AM,027XX N Wayne Ave,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,1932,32,06,,,41.9204122,-87.6621893,
2809,187587,JF164237,03/04/2022 01:40:00 PM,014XX W OHIO ST,0820,THEFT,$500 AND UNDER,APPLIANCE STORE,N,N,1215,1,06,,,41.89239989259801,-87.6628459956412,
2810,187631,JE479067,12/08/2021 03:15:00 PM,012XX S INDIANA AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),N,N,132,3,11,,,41.86707745409292,-87.62231956115991,
2811,187693,JE479750,12/07/2021 02:10:00 PM,016XX S LAFLIN ST,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),N,N,1233,25,06,,,41.87985328701521,-87.66426588768269,
2812,187761,JF112858,11/17/2021 09:00:00 AM,029XX S WELLS ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,914,11,06,,,41.878867742265754,-87.63364306883675,
2813,187766,JF113721,06/01/2021 10:00:00 AM,068XX S EVANS AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,321,20,06,,,41.8249532,-87.608631,
2814,187839,JF113940,12/13/2021 11:32:00 AM,006XX W BARRY AVE,0810,THEFT,OVER $500,APARTMENT,N,N,1934,44,06,,,41.938118599999996,-87.64650068403954,
2815,187954,JF112780,12/28/2021 07:00:00 AM,002XX W 31ST ST,0810,THEFT,OVER $500,APARTMENT,N,N,914,11,06,,,41.838367,-87.6279845,
2816,187960,JF113954,11/02/2021 10:05:00 PM,010XX N KINGSBURY ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1822,27,06,,,41.89889803095488,-87.64422939925825,
2817,187965,JF113977,12/02/2021 12:00:00 AM,004XX E ILLINOIS ST,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1834,42,06,,,41.89098075294055,-87.62640303531322,
2818,188007,JF113357,12/06/2021 02:00:00 AM,008XX W CULLERTON ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,STREET,N,N,1235,11,02,,,,,
2819,188098,JF113720,12/06/2021 10:00:00 AM,013XX S SACRAMENTO DR,0460,BATTERY,SIMPLE,SCHOOL - PRIVATE GROUNDS,N,N,1022,24,08B,,,41.8634923,-87.7020973,
